"No.","Time","Source","Destination","Protocol","Length","Info"
"10308","3257.769628","10.1.60.203","10.1.60.187","TCP","66","51411  >  443 [ACK] Seq=521 Ack=3636 Win=64576 Len=0 TSval=300271625 TSecr=47849789"
"10309","3257.772377","10.1.60.203","10.1.60.187","TLSv1","103","Encrypted Alert"
"10310","3257.772501","10.1.60.203","10.1.60.187","TCP","66","51411  >  443 [FIN, ACK] Seq=558 Ack=3636 Win=66608 Len=0 TSval=300271628 TSecr=47849789"
"10311","3257.773132","10.1.60.187","10.1.60.203","TCP","66","443  >  51411 [ACK] Seq=3636 Ack=559 Win=9024 Len=0 TSval=47849795 TSecr=300271628"
"10312","3257.775375","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xa1a3, seq=0/0, ttl=64 (reply in 10313)"
"10313","3257.776255","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa1a3, seq=0/0, ttl=255 (request in 10312)"
"10314","3257.784121","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xa2a3, seq=0/0, ttl=64 (reply in 10315)"
"10315","3257.785000","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa2a3, seq=0/0, ttl=255 (request in 10314)"
"10316","3257.793741","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xa5a3, seq=0/0, ttl=64 (reply in 10317)"
"10317","3257.794495","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa5a3, seq=0/0, ttl=255 (request in 10316)"
"10318","3257.897306","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0x71a3, seq=4/1024, ttl=64 (reply in 10319)"
"10319","3257.898185","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x71a3, seq=4/1024, ttl=255 (request in 10318)"
"10320","3257.901428","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0x75a3, seq=4/1024, ttl=64 (reply in 10321)"
"10321","3257.902183","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x75a3, seq=4/1024, ttl=255 (request in 10320)"
"10322","3257.908049","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0x79a3, seq=4/1024, ttl=64 (reply in 10323)"
"10323","3257.908804","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x79a3, seq=4/1024, ttl=255 (request in 10322)"
"10324","3257.916794","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x7ca3, seq=4/1024, ttl=64 (reply in 10325)"
"10325","3257.917673","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x7ca3, seq=4/1024, ttl=255 (request in 10324)"
"10326","3258.769304","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x9ea3, seq=1/256, ttl=64 (reply in 10327)"
"10327","3258.770183","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x9ea3, seq=1/256, ttl=255 (request in 10326)"
"10328","3258.777174","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xa1a3, seq=1/256, ttl=64 (reply in 10329)"
"10329","3258.778053","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa1a3, seq=1/256, ttl=255 (request in 10328)"
"10330","3258.786918","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xa2a3, seq=1/256, ttl=64 (reply in 10331)"
"10331","3258.787673","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa2a3, seq=1/256, ttl=255 (request in 10330)"
"10332","3258.795414","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xa5a3, seq=1/256, ttl=64 (reply in 10333)"
"10333","3258.796168","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa5a3, seq=1/256, ttl=255 (request in 10332)"
"10334","3259.771354","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x9ea3, seq=2/512, ttl=64 (reply in 10335)"
"10335","3259.772231","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x9ea3, seq=2/512, ttl=255 (request in 10334)"
"10336","3259.779097","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xa1a3, seq=2/512, ttl=64 (reply in 10337)"
"10337","3259.779852","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa1a3, seq=2/512, ttl=255 (request in 10336)"
"10338","3259.787842","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xa2a3, seq=2/512, ttl=64 (reply in 10339)"
"10339","3259.788596","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa2a3, seq=2/512, ttl=255 (request in 10338)"
"10340","3259.796587","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xa5a3, seq=2/512, ttl=64 (reply in 10341)"
"10341","3259.797466","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa5a3, seq=2/512, ttl=255 (request in 10340)"
"10342","3260.774150","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x9ea3, seq=3/768, ttl=64 (reply in 10343)"
"10343","3260.775029","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x9ea3, seq=3/768, ttl=255 (request in 10342)"
"10344","3260.781020","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xa1a3, seq=3/768, ttl=64 (reply in 10345)"
"10345","3260.781775","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa1a3, seq=3/768, ttl=255 (request in 10344)"
"10346","3260.788766","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xa2a3, seq=3/768, ttl=64 (reply in 10347)"
"10347","3260.789520","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa2a3, seq=3/768, ttl=255 (request in 10346)"
"10348","3260.797511","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xa5a3, seq=3/768, ttl=64 (reply in 10349)"
"10349","3260.798390","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa5a3, seq=3/768, ttl=255 (request in 10348)"
"10350","3261.777073","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0x9ea3, seq=4/1024, ttl=64 (reply in 10351)"
"10351","3261.777951","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0x9ea3, seq=4/1024, ttl=255 (request in 10350)"
"10352","3261.782943","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xa1a3, seq=4/1024, ttl=64 (reply in 10353)"
"10353","3261.783823","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa1a3, seq=4/1024, ttl=255 (request in 10352)"
"10354","3261.789689","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xa2a3, seq=4/1024, ttl=64 (reply in 10355)"
"10355","3261.790569","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa2a3, seq=4/1024, ttl=255 (request in 10354)"
"10356","3261.798559","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xa5a3, seq=4/1024, ttl=64 (reply in 10357)"
"10357","3261.799314","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xa5a3, seq=4/1024, ttl=255 (request in 10356)"
"10358","3289.866280","10.1.60.191","140.13.222.33","DNS","80","Standard query 0xeb81 A SAMITCH.usma.bluenet"
"10359","3295.783626","10.1.20.5","10.1.60.5","DNS","72","Standard query 0x73a0 SOA usma.bluenet"
"10360","3295.786120","10.1.60.5","10.1.20.5","DNS","118","Standard query response 0x73a0 SOA usma.bluenet SOA ns1.usma.bluenet"
"10361","3295.890305","10.1.20.5","10.1.60.5","TCP","62","54872  >  53 [SYN] Seq=0 Win=16384 Len=0 MSS=1360 SACK_PERM=1"
"10362","3295.891309","10.1.60.5","10.1.20.5","TCP","60","53  >  54872 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"10363","3296.397263","10.1.20.5","10.1.60.5","TCP","62","62556  >  53 [SYN] Seq=0 Win=16384 Len=0 MSS=1360 SACK_PERM=1"
"10364","3296.398267","10.1.60.5","10.1.20.5","TCP","60","53  >  62556 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"10365","3296.946322","10.1.20.5","10.1.60.5","TCP","62","60059  >  53 [SYN] Seq=0 Win=16384 Len=0 MSS=1360 SACK_PERM=1"
"10366","3296.947326","10.1.60.5","10.1.20.5","TCP","60","53  >  60059 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"10367","3307.178938","10.1.10.5","10.1.60.5","DNS","72","Standard query 0x737c SOA usma.bluenet"
"10368","3307.181060","10.1.60.5","10.1.10.5","DNS","118","Standard query response 0x737c SOA usma.bluenet SOA ns1.usma.bluenet"
"10369","3307.205165","10.1.10.5","10.1.60.5","TCP","62","4081  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"10370","3307.206044","10.1.60.5","10.1.10.5","TCP","60","53  >  4081 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"10371","3307.692884","10.1.10.5","10.1.60.5","TCP","62","[TCP Spurious Retransmission] 4081  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"10372","3307.693763","10.1.60.5","10.1.10.5","TCP","60","53  >  4081 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"10373","3308.238945","10.1.10.5","10.1.60.5","TCP","62","[TCP Spurious Retransmission] 4081  >  53 [SYN] Seq=0 Win=65535 Len=0 MSS=1160 SACK_PERM=1"
"10374","3308.240073","10.1.60.5","10.1.10.5","TCP","60","53  >  4081 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"10375","3311.019349","Cisco_8d:d3:98","CDP/VTP/DTP/PAgP/UDLD","CDP","376","Device ID: Switch  Port ID: GigabitEthernet0/24  "
"10376","3317.969592","10.1.60.203","10.1.60.187","TCP","74","57938  >  80 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=300331781 TSecr=0"
"10377","3317.970596","10.1.60.187","10.1.60.203","TCP","74","80  >  57938 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=47909996 TSecr=300331781 WS=64"
"10378","3317.970839","10.1.60.203","10.1.60.187","TCP","66","57938  >  80 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=300331782 TSecr=47909996"
"10379","3317.976337","10.1.60.203","10.1.60.187","HTTP","181","GET / HTTP/1.0 "
"10380","3317.976461","10.1.60.203","10.1.60.25","TCP","74","58820  >  25 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=300331788 TSecr=0"
"10381","3317.977216","10.1.60.187","10.1.60.203","TCP","66","80  >  57938 [ACK] Seq=1 Ack=116 Win=5824 Len=0 TSval=47910003 TSecr=300331787"
"10382","3317.977341","10.1.60.25","10.1.60.203","TCP","74","25  >  58820 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=3404976468 TSecr=300331788"
"10383","3317.977586","10.1.60.203","10.1.60.25","TCP","66","58820  >  25 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=300331789 TSecr=3404976468"
"10384","3317.978216","10.1.60.187","10.1.60.203","HTTP","472","HTTP/1.1 302 Found  (text/html)"
"10385","3317.978220","10.1.60.187","10.1.60.203","TCP","66","80  >  57938 [FIN, ACK] Seq=407 Ack=116 Win=5824 Len=0 TSval=47910003 TSecr=300331787"
"10386","3317.978460","10.1.60.203","10.1.60.187","TCP","66","57938  >  80 [ACK] Seq=116 Ack=408 Win=66200 Len=0 TSval=300331790 TSecr=47910003"
"10387","3317.980089","10.1.60.25","10.1.60.203","SMTP","89","S: 220 smtp.usma.bluenet"
"10388","3317.980584","10.1.60.203","10.1.60.187","TCP","66","57938  >  80 [FIN, ACK] Seq=116 Ack=408 Win=66608 Len=0 TSval=300331792 TSecr=47910003"
"10389","3317.981214","10.1.60.187","10.1.60.203","TCP","66","80  >  57938 [ACK] Seq=408 Ack=117 Win=5824 Len=0 TSval=47910007 TSecr=300331792"
"10390","3317.981458","10.1.60.203","10.1.60.25","SMTP","98","C: HELO footballbat2.usma.bluenet"
"10391","3317.982213","10.1.60.25","10.1.60.203","SMTP","89","S: 250 smtp.usma.bluenet"
"10392","3317.983458","10.1.60.203","10.1.60.25","SMTP","72","C: QUIT"
"10393","3317.984213","10.1.60.25","10.1.60.203","SMTP","81","S: 221 2.0.0 Bye"
"10394","3317.984461","10.1.60.25","10.1.60.203","TCP","66","25  >  58820 [FIN, ACK] Seq=62 Ack=39 Win=66608 Len=0 TSval=3404976468 TSecr=300331795"
"10395","3317.984956","10.1.60.203","10.1.60.25","TCP","66","58820  >  25 [ACK] Seq=39 Ack=63 Win=66592 Len=0 TSval=300331796 TSecr=3404976468"
"10396","3317.988205","10.1.60.203","10.1.60.25","TCP","66","58820  >  25 [FIN, ACK] Seq=39 Ack=63 Win=66608 Len=0 TSval=300331799 TSecr=3404976468"
"10397","3317.988710","10.1.60.25","10.1.60.203","TCP","66","25  >  58820 [ACK] Seq=63 Ack=40 Win=66600 Len=0 TSval=3404976469 TSecr=300331799"
"10398","3317.997950","10.1.60.203","10.1.60.187","TCP","74","58534  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=300331809 TSecr=0"
"10399","3317.998704","10.1.60.187","10.1.60.203","TCP","74","443  >  58534 [SYN, ACK] Seq=0 Ack=1 Win=5792 Len=0 MSS=1460 SACK_PERM=1 TSval=47910024 TSecr=300331809 WS=64"
"10400","3317.999073","10.1.60.203","10.1.60.187","TCP","66","58534  >  443 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=300331810 TSecr=47910024"
"10401","3318.002447","10.1.60.203","10.1.60.73","TCP","74","62714  >  5222 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=300331813 TSecr=0"
"10402","3318.003451","10.1.60.73","10.1.60.203","TCP","74","5222  >  62714 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=8 SACK_PERM=1 TSval=3518245242 TSecr=300331813"
"10403","3318.004071","10.1.60.203","10.1.60.73","TCP","66","62714  >  5222 [ACK] Seq=1 Ack=1 Win=66608 Len=0 TSval=300331815 TSecr=3518245242"
"10404","3318.004825","10.1.60.73","10.1.60.203","TCP","66","[TCP Window Update] 5222  >  62714 [ACK] Seq=1 Ack=1 Win=72400 Len=0 TSval=3518245243 TSecr=300331815"
"10405","3318.005820","10.1.60.203","10.1.60.73","XMPP/XML","162","STREAM > host "
"10406","3318.008943","10.1.60.203","10.1.60.187","SSLv2","202","Client Hello"
"10407","3318.009822","10.1.60.187","10.1.60.203","TCP","66","443  >  58534 [ACK] Seq=1 Ack=137 Win=6912 Len=0 TSval=47910035 TSecr=300331820"
"10408","3318.011072","10.1.60.73","10.1.60.203","XMPP/XML","244","STREAM < jabber.usma.bluenet "
"10409","3318.012691","10.1.60.203","10.1.60.73","XMPP/XML","83","STREAM END"
"10410","3318.012695","10.1.60.203","10.1.60.73","TCP","66","62714  >  5222 [FIN, ACK] Seq=114 Ack=179 Win=66608 Len=0 TSval=300331824 TSecr=3518245249"
"10411","3318.013445","10.1.60.73","10.1.60.203","TCP","66","5222  >  62714 [ACK] Seq=179 Ack=115 Win=72280 Len=0 TSval=3518245252 TSecr=300331824"
"10412","3318.013821","10.1.60.73","10.1.60.203","TCP","66","5222  >  62714 [FIN, ACK] Seq=179 Ack=115 Win=72280 Len=0 TSval=3518245252 TSecr=300331824"
"10413","3318.014440","10.1.60.203","10.1.60.73","TCP","66","62714  >  5222 [ACK] Seq=115 Ack=180 Win=66600 Len=0 TSval=300331826 TSecr=3518245252"
"10414","3318.021192","10.1.60.187","10.1.60.203","TLSv1","1514","Server Hello, Certificate"
"10415","3318.021315","10.1.60.187","10.1.60.203","TLSv1","163","Server Key Exchange, Server Hello Done"
"10416","3318.021688","10.1.60.203","10.1.60.187","TCP","66","58534  >  443 [ACK] Seq=137 Ack=1546 Win=65056 Len=0 TSval=300331833 TSecr=47910041"
"10417","3318.028057","10.1.60.203","10.1.60.5","DNS","79","Standard query 0x1fa5 A jabber.usma.bluenet"
"10418","3318.032685","10.1.60.5","10.1.60.203","DNS","95","Standard query response 0x1fa5 A jabber.usma.bluenet A 10.1.60.73"
"10419","3318.038426","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xdea3, seq=0/0, ttl=64 (reply in 10420)"
"10420","3318.039305","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xdea3, seq=0/0, ttl=255 (request in 10419)"
"10421","3318.041549","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0xd9a3, seq=0/0, ttl=64 (reply in 10422)"
"10422","3318.042429","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xd9a3, seq=0/0, ttl=255 (request in 10421)"
"10423","3318.044298","10.1.60.203","10.1.60.187","TLSv1","264","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"10424","3318.047920","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xdfa3, seq=0/0, ttl=64 (reply in 10425)"
"10425","3318.048675","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xdfa3, seq=0/0, ttl=255 (request in 10424)"
"10426","3318.051549","10.1.60.187","10.1.60.203","TLSv1","125","Change Cipher Spec, Encrypted Handshake Message"
"10427","3318.052418","10.1.60.203","10.1.60.187","TLSv1","252","Application Data, Application Data"
"10428","3318.056795","10.1.60.187","10.1.60.203","TLSv1","1514","Application Data, Application Data"
"10429","3318.057295","10.1.60.187","10.1.60.203","TLSv1","611","Application Data, Application Data, Application Data"
"10430","3318.057298","10.1.60.187","10.1.60.203","TLSv1","103","Encrypted Alert"
"10431","3318.057415","10.1.60.203","10.1.60.187","TCP","66","58534  >  443 [ACK] Seq=521 Ack=3598 Win=66056 Len=0 TSval=300331868 TSecr=47910080"
"10432","3318.057421","10.1.60.187","10.1.60.203","TCP","66","443  >  58534 [FIN, ACK] Seq=3635 Ack=521 Win=9024 Len=0 TSval=47910080 TSecr=300331863"
"10433","3318.057664","10.1.60.203","10.1.60.187","TCP","66","58534  >  443 [ACK] Seq=521 Ack=3636 Win=66568 Len=0 TSval=300331869 TSecr=47910080"
"10434","3318.057789","10.1.60.203","10.1.60.187","TLSv1","103","Encrypted Alert"
"10435","3318.058039","10.1.60.203","10.1.60.187","TCP","66","58534  >  443 [FIN, ACK] Seq=558 Ack=3636 Win=66608 Len=0 TSval=300331869 TSecr=47910080"
"10436","3318.058664","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xe1a3, seq=0/0, ttl=64 (reply in 10438)"
"10437","3318.058669","10.1.60.187","10.1.60.203","TCP","66","443  >  58534 [ACK] Seq=3636 Ack=559 Win=9024 Len=0 TSval=47910084 TSecr=300331869"
"10438","3318.059544","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xe1a3, seq=0/0, ttl=255 (request in 10436)"
"10439","3319.040226","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xdea3, seq=1/256, ttl=64 (reply in 10440)"
"10440","3319.041229","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xdea3, seq=1/256, ttl=255 (request in 10439)"
"10441","3319.041598","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0xd9a3, seq=1/256, ttl=64 (reply in 10442)"
"10442","3319.042477","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xd9a3, seq=1/256, ttl=255 (request in 10441)"
"10443","3319.049969","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xdfa3, seq=1/256, ttl=64 (reply in 10444)"
"10444","3319.050848","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xdfa3, seq=1/256, ttl=255 (request in 10443)"
"10445","3319.059838","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xe1a3, seq=1/256, ttl=64 (reply in 10446)"
"10446","3319.060718","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xe1a3, seq=1/256, ttl=255 (request in 10445)"
"10447","3320.042273","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xdea3, seq=2/512, ttl=64 (reply in 10449)"
"10448","3320.043147","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0xd9a3, seq=2/512, ttl=64 (reply in 10450)"
"10449","3320.043153","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xdea3, seq=2/512, ttl=255 (request in 10447)"
"10450","3320.044026","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xd9a3, seq=2/512, ttl=255 (request in 10448)"
"10451","3320.051892","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xdfa3, seq=2/512, ttl=64 (reply in 10452)"
"10452","3320.052896","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xdfa3, seq=2/512, ttl=255 (request in 10451)"
"10453","3320.061761","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xe1a3, seq=2/512, ttl=64 (reply in 10454)"
"10454","3320.062640","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xe1a3, seq=2/512, ttl=255 (request in 10453)"
"10455","3321.044196","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xdea3, seq=3/768, ttl=64 (reply in 10457)"
"10456","3321.045069","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0xd9a3, seq=3/768, ttl=64 (reply in 10458)"
"10457","3321.045075","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xdea3, seq=3/768, ttl=255 (request in 10455)"
"10458","3321.045949","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xd9a3, seq=3/768, ttl=255 (request in 10456)"
"10459","3321.052816","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xdfa3, seq=3/768, ttl=64 (reply in 10460)"
"10460","3321.053695","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xdfa3, seq=3/768, ttl=255 (request in 10459)"
"10461","3321.063559","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xe1a3, seq=3/768, ttl=64 (reply in 10462)"
"10462","3321.064438","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xe1a3, seq=3/768, ttl=255 (request in 10461)"
"10463","3322.046994","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xdea3, seq=4/1024, ttl=64 (reply in 10465)"
"10464","3322.047992","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0xd9a3, seq=4/1024, ttl=64 (reply in 10466)"
"10465","3322.047997","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xdea3, seq=4/1024, ttl=255 (request in 10463)"
"10466","3322.048871","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xd9a3, seq=4/1024, ttl=255 (request in 10464)"
"10467","3322.053864","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xdfa3, seq=4/1024, ttl=64 (reply in 10468)"
"10468","3322.054743","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xdfa3, seq=4/1024, ttl=255 (request in 10467)"
"10469","3322.064483","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xe1a3, seq=4/1024, ttl=64 (reply in 10470)"
"10470","3322.065362","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xe1a3, seq=4/1024, ttl=255 (request in 10469)"
"10471","3323.831466","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xeca3, seq=0/0, ttl=64 (reply in 10472)"
"10472","3323.832469","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xeca3, seq=0/0, ttl=255 (request in 10471)"
"10473","3323.844084","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xf3a3, seq=0/0, ttl=64 (reply in 10474)"
"10474","3323.844962","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xf3a3, seq=0/0, ttl=255 (request in 10473)"
"10475","3323.848955","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xf5a3, seq=0/0, ttl=64 (reply in 10477)"
"10476","3323.849829","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0xf6a3, seq=0/0, ttl=64 (reply in 10478)"
"10477","3323.849834","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xf5a3, seq=0/0, ttl=255 (request in 10475)"
"10478","3323.850584","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xf6a3, seq=0/0, ttl=255 (request in 10476)"
"10479","3324.834014","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xeca3, seq=1/256, ttl=64 (reply in 10480)"
"10480","3324.835017","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xeca3, seq=1/256, ttl=255 (request in 10479)"
"10481","3324.844757","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xf3a3, seq=1/256, ttl=64 (reply in 10482)"
"10482","3324.845636","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xf3a3, seq=1/256, ttl=255 (request in 10481)"
"10483","3324.850628","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xf5a3, seq=1/256, ttl=64 (reply in 10484)"
"10484","3324.851383","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xf5a3, seq=1/256, ttl=255 (request in 10483)"
"10485","3324.851752","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0xf6a3, seq=1/256, ttl=64 (reply in 10486)"
"10486","3324.852507","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xf6a3, seq=1/256, ttl=255 (request in 10485)"
"10487","3325.836937","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xeca3, seq=2/512, ttl=64 (reply in 10488)"
"10488","3325.837940","10.1.60.25","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xeca3, seq=2/512, ttl=255 (request in 10487)"
"10489","3325.846805","10.1.60.203","10.1.60.187","ICMP","98","Echo (ping) request  id=0xf3a3, seq=2/512, ttl=64 (reply in 10490)"
"10490","3325.847684","10.1.60.187","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xf3a3, seq=2/512, ttl=255 (request in 10489)"
"10491","3325.851552","10.1.60.203","10.1.60.5","ICMP","98","Echo (ping) request  id=0xf5a3, seq=2/512, ttl=64 (reply in 10492)"
"10492","3325.852431","10.1.60.5","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xf5a3, seq=2/512, ttl=255 (request in 10491)"
"10493","3325.852552","10.1.60.203","10.1.60.73","ICMP","98","Echo (ping) request  id=0xf6a3, seq=2/512, ttl=64 (reply in 10494)"
"10494","3325.853430","10.1.60.73","10.1.60.203","ICMP","98","Echo (ping) reply    id=0xf6a3, seq=2/512, ttl=255 (request in 10493)"
"10495","3326.839867","10.1.60.203","10.1.60.25","ICMP","98","Echo (ping) request  id=0xeca3, seq=3/768, ttl=64 (reply in 10496)"
